Time (s),Humidity (%)
0.609701157,10.30176
1.610815048,10.27734
2.611927986,9.974609
3.610532284,10.2168
4.611645699,9.1875
5.610249996,10.31348
6.611363411,10.39746
7.609967232,9.646484
8.611079693,9.463867
9.609683037,9.088867
10.610794544,9.512695
11.611905575,9.064453
12.610508442,9.560547
13.611619473,9.730469
14.610220432,9.379883
